area_name,area_type,year,month,seasonally_adjusted(y/n),status,labor_force,employment,unemployment,unemployment_rate
Tehama County,County,2008,Annual,N,Final,25410,23070,2340,9.2
Tehama County,County,2009,Annual,N,Final,25690,22060,3630,14.1
Tehama County,County,2010,Annual,N,Final,25760,21750,4000,15.6
Tehama County,County,2011,Annual,N,Final,25480,21660,3820,15.0
Tehama County,County,2012,Annual,N,Final,25180,21710,3470,13.8
Tehama County,County,2013,Annual,N,Final,25030,22090,2930,11.7
Tehama County,County,2014,Annual,N,Final,25070,22630,2440,9.7
Tehama County,County,2015,Annual,N,Final,25030,23040,1990,7.9
Tehama County,County,2016,Annual,N,Final,26020,24210,1810,6.9
Tehama County,County,2017,Annual,N,Final,26480,24830,1650,6.2
Tehama County,County,2018,Annual,N,Final,26420,24950,1470,5.6
Tehama County,County,2019,Annual,N,Final,26590,25130,1460,5.5
Tehama County,County,2020,Annual,N,Final,26620,24290,2330,8.8
Tehama County,County,2021,Annual,N,Final,26540,24690,1850,7.0
Tehama County,County,2022,Annual,N,Final,26590,25310,1270,4.8
Tehama County,County,2023,Annual,N,Final,27210,25700,1510,5.6
Tehama County,County,2024,Annual,N,Final,27080,25400,1690,6.2
Trinity County,County,1990,Annual,N,Final,5350,4680,670,12.5
Trinity County,County,1991,Annual,N,Final,5140,4390,750,14.6
Trinity County,County,1992,Annual,N,Final,5270,4380,890,16.9
Trinity County,County,1993,Annual,N,Final,5180,4310,870,16.7
Trinity County,County,1994,Annual,N,Final,5270,4480,790,15.0
Trinity County,County,1995,Annual,N,Final,5270,4500,770,14.7
Trinity County,County,1996,Annual,N,Final,5150,4390,760,14.8
Trinity County,County,1997,Annual,N,Final,5150,4440,710,13.7
Trinity County,County,1998,Annual,N,Final,4990,4320,670,13.4
Trinity County,County,1999,Annual,N,Final,4850,4290,560,11.6
Trinity County,County,2000,Annual,N,Final,5110,4620,500,9.7
Trinity County,County,2001,Annual,N,Final,5400,4890,500,9.3
Trinity County,County,2002,Annual,N,Final,5410,4850,550,10.2
Trinity County,County,2003,Annual,N,Final,5400,4830,570,10.6
Trinity County,County,2004,Annual,N,Final,5260,4680,580,11.0
Trinity County,County,2005,Annual,N,Final,5200,4670,530,10.2
Trinity County,County,2006,Annual,N,Final,5100,4600,500,9.9
Trinity County,County,2007,Annual,N,Final,5070,4550,530,10.4
Trinity County,County,2008,Annual,N,Final,4900,4270,630,12.8
Trinity County,County,2009,Annual,N,Final,5060,4180,880,17.4
Trinity County,County,2010,Annual,N,Final,5430,4500,930,17.2
Trinity County,County,2011,Annual,N,Final,5360,4470,900,16.7
Trinity County,County,2012,Annual,N,Final,5320,4540,780,14.7
Trinity County,County,2013,Annual,N,Final,5180,4560,620,12.0
Trinity County,County,2014,Annual,N,Final,5170,4670,490,9.6
Trinity County,County,2015,Annual,N,Final,5140,4740,400,7.8
Trinity County,County,2016,Annual,N,Final,5730,5340,380,6.7
Trinity County,County,2017,Annual,N,Final,5560,5230,330,5.9
Trinity County,County,2018,Annual,N,Final,5480,5180,290,5.4
Trinity County,County,2019,Annual,N,Final,5430,5150,280,5.2
Trinity County,County,2020,Annual,N,Final,5250,4850,400,7.6
Trinity County,County,2021,Annual,N,Final,5310,4980,320,6.1
Trinity County,County,2022,Annual,N,Final,5230,4990,240,4.6
Trinity County,County,2023,Annual,N,Final,5250,4960,290,5.5
Trinity County,County,2024,Annual,N,Final,5420,5110,310,5.8
Tulare County,County,1990,Annual,N,Final,145900,127900,18000,12.3
Tulare County,County,1991,Annual,N,Final,153200,125100,28100,18.3
Tulare County,County,1992,Annual,N,Final,154200,127100,27100,17.6
Tulare County,County,1993,Annual,N,Final,157600,128900,28600,18.2
Tulare County,County,1994,Annual,N,Final,161300,134700,26600,16.5
Tulare County,County,1995,Annual,N,Final,159500,132900,26700,16.7
Tulare County,County,1996,Annual,N,Final,159300,133300,26000,16.3
Tulare County,County,1997,Annual,N,Final,160100,135400,24700,15.4
Tulare County,County,1998,Annual,N,Final,162600,137100,25500,15.7
Tulare County,County,1999,Annual,N,Final,164900,137400,27500,16.7
Tulare County,County,2000,Annual,N,Final,171900,154200,17700,10.3
Tulare County,County,2001,Annual,N,Final,175500,155300,20100,11.5
Tulare County,County,2002,Annual,N,Final,181000,159300,21800,12.0
Tulare County,County,2003,Annual,N,Final,181900,159400,22500,12.4
Tulare County,County,2004,Annual,N,Final,180500,159600,20900,11.6
Tulare County,County,2005,Annual,N,Final,184400,167000,17400,9.4
Tulare County,County,2006,Annual,N,Final,188900,172900,16000,8.5
Tulare County,County,2007,Annual,N,Final,193400,175700,17700,9.2
Tulare County,County,2008,Annual,N,Final,200900,179200,21700,10.8
Tulare County,County,2009,Annual,N,Final,206000,174400,31600,15.4
Tulare County,County,2010,Annual,N,Final,203400,168100,35300,17.4
Tulare County,County,2011,Annual,N,Final,202700,168000,34700,17.1
Tulare County,County,2012,Annual,N,Final,200800,168200,32600,16.2
Tulare County,County,2013,Annual,N,Final,200600,171500,29100,14.5
Tulare County,County,2014,Annual,N,Final,198100,171800,26300,13.3
Tulare County,County,2015,Annual,N,Final,202200,178600,23600,11.7
Tulare County,County,2016,Annual,N,Final,205200,182300,22900,11.2
Tulare County,County,2017,Annual,N,Final,206500,185000,21500,10.4
Tulare County,County,2018,Annual,N,Final,204800,184900,19900,9.7
Tulare County,County,2019,Annual,N,Final,204400,184500,19800,9.7
Tulare County,County,2020,Annual,N,Final,204300,177100,27200,13.3
Tulare County,County,2021,Annual,N,Final,203000,181500,21400,10.6
Tulare County,County,2022,Annual,N,Final,209400,192200,17300,8.2
Tulare County,County,2023,Annual,N,Final,217100,195800,21200,9.8
Tulare County,County,2024,Annual,N,Final,221000,198100,22800,10.3
Tuolumne County,County,1990,Annual,N,Final,19890,18550,1340,6.7
Tuolumne County,County,1991,Annual,N,Final,20040,18280,1760,8.8
Tuolumne County,County,1992,Annual,N,Final,20760,18400,2360,11.4
Tuolumne County,County,1993,Annual,N,Final,20610,18150,2460,11.9
Tuolumne County,County,1994,Annual,N,Final,20970,18620,2340,11.2
Tuolumne County,County,1995,Annual,N,Final,20110,17920,2190,10.9
Tuolumne County,County,1996,Annual,N,Final,19530,17520,2020,10.3
Tuolumne County,County,1997,Annual,N,Final,19700,17960,1740,8.8
Tuolumne County,County,1998,Annual,N,Final,19540,17970,1560,8.0
Tuolumne County,County,1999,Annual,N,Final,19830,18510,1310,6.6
Tuolumne County,County,2000,Annual,N,Final,22910,21570,1340,5.8
Tuolumne County,County,2001,Annual,N,Final,23970,22560,1410,5.9
Tuolumne County,County,2002,Annual,N,Final,24810,23150,1660,6.7
Tuolumne County,County,2003,Annual,N,Final,25380,23580,1800,7.1
Tuolumne County,County,2004,Annual,N,Final,25650,23870,1770,6.9
Tuolumne County,County,2005,Annual,N,Final,26140,24460,1680,6.4
Tuolumne County,County,2006,Annual,N,Final,26010,24510,1500,5.8
Tuolumne County,County,2007,Annual,N,Final,26030,24430,1600,6.2
Tuolumne County,County,2008,Annual,N,Final,26030,23950,2080,8.0
Tuolumne County,County,2009,Annual,N,Final,26060,22780,3280,12.6
Tuolumne County,County,2010,Annual,N,Final,22650,19170,3480,15.4
Tuolumne County,County,2011,Annual,N,Final,22640,19360,3280,14.5
Tuolumne County,County,2012,Annual,N,Final,22260,19360,2900,13.0
Tuolumne County,County,2013,Annual,N,Final,21700,19340,2360,10.9
Tuolumne County,County,2014,Annual,N,Final,21560,19670,1890,8.8
Tuolumne County,County,2015,Annual,N,Final,21540,20020,1520,7.1
Tuolumne County,County,2016,Annual,N,Final,22140,20770,1370,6.2
Tuolumne County,County,2017,Annual,N,Final,21950,20770,1180,5.4
Tuolumne County,County,2018,Annual,N,Final,21740,20730,1000,4.6
Tuolumne County,County,2019,Annual,N,Final,21500,20530,970,4.5
Tuolumne County,County,2020,Annual,N,Final,20660,18510,2150,10.4
Tuolumne County,County,2021,Annual,N,Final,20560,19090,1470,7.2
Tuolumne County,County,2022,Annual,N,Final,20250,19340,910,4.5
Tuolumne County,County,2023,Annual,N,Final,20650,19640,1000,4.9
Tuolumne County,County,2024,Annual,N,Final,21420,20300,1120,5.2
Ventura County,County,1990,Annual,N,Final,366900,345800,21100,5.8
Ventura County,County,1991,Annual,N,Final,367000,339000,28000,7.6
Ventura County,County,1992,Annual,N,Final,373000,339300,33700,9.0
Ventura County,County,1993,Annual,N,Final,375200,341200,34000,9.1
Ventura County,County,1994,Annual,N,Final,379800,349500,30300,8.0
Ventura County,County,1995,Annual,N,Final,378800,350500,28200,7.5
Ventura County,County,1996,Annual,N,Final,376300,348900,27400,7.3
Ventura County,County,1997,Annual,N,Final,378600,353400,25200,6.7
Ventura County,County,1998,Annual,N,Final,385900,364400,21500,5.6
Ventura County,County,1999,Annual,N,Final,394500,375400,19100,4.8
Ventura County,County,2000,Annual,N,Final,393000,375400,17600,4.5
Ventura County,County,2001,Annual,N,Final,399400,380000,19500,4.9
Ventura County,County,2002,Annual,N,Final,407000,383300,23700,5.8
Ventura County,County,2003,Annual,N,Final,411000,387000,24000,5.8
Ventura County,County,2004,Annual,N,Final,413800,391700,22100,5.4
Ventura County,County,2005,Annual,N,Final,418500,398700,19800,4.7
Ventura County,County,2006,Annual,N,Final,422900,404800,18200,4.3
Ventura County,County,2007,Annual,N,Final,427300,406500,20700,4.8
Ventura County,County,2008,Annual,N,Final,433200,405900,27300,6.3
Ventura County,County,2009,Annual,N,Final,435500,392000,43500,10.0
Ventura County,County,2010,Annual,N,Final,430500,383400,47100,10.9
Ventura County,County,2011,Annual,N,Final,430000,385900,44100,10.3
Ventura County,County,2012,Annual,N,Final,433500,393900,39600,9.1
Ventura County,County,2013,Annual,N,Final,432700,398300,34400,8.0
Ventura County,County,2014,Annual,N,Final,429600,400700,28900,6.7
Ventura County,County,2015,Annual,N,Final,427400,403200,24200,5.7
Ventura County,County,2016,Annual,N,Final,425300,403000,22300,5.2
Ventura County,County,2017,Annual,N,Final,423900,404600,19200,4.5
Ventura County,County,2018,Annual,N,Final,422500,406300,16200,3.8
Ventura County,County,2019,Annual,N,Final,421600,406200,15400,3.6
Ventura County,County,2020,Annual,N,Final,410400,374700,35700,8.7
Ventura County,County,2021,Annual,N,Final,407500,382200,25300,6.2
Ventura County,County,2022,Annual,N,Final,412400,397000,15400,3.7
Ventura County,County,2023,Annual,N,Final,416900,399600,17400,4.2
Ventura County,County,2024,Annual,N,Final,420800,401400,19400,4.6
Yolo County,County,1990,Annual,N,Final,74100,69000,5100,6.9
Yolo County,County,1991,Annual,N,Final,77200,71000,6100,7.9
Yolo County,County,1992,Annual,N,Final,81900,75000,6800,8.3
Yolo County,County,1993,Annual,N,Final,82700,76000,6700,8.0
Yolo County,County,1994,Annual,N,Final,86500,80500,6000,6.9
Yolo County,County,1995,Annual,N,Final,86500,80600,6000,6.9
Yolo County,County,1996,Annual,N,Final,86200,80600,5600,6.5
Yolo County,County,1997,Annual,N,Final,85700,80600,5100,6.0
Yolo County,County,1998,Annual,N,Final,86800,82100,4700,5.4
Yolo County,County,1999,Annual,N,Final,90800,86800,4000,4.4
Yolo County,County,2000,Annual,N,Final,86300,81900,4300,5.0
Yolo County,County,2001,Annual,N,Final,88400,83800,4500,5.1
Yolo County,County,2002,Annual,N,Final,90700,85200,5500,6.1
Yolo County,County,2003,Annual,N,Final,91600,85700,5900,6.4
Yolo County,County,2004,Annual,N,Final,92300,86700,5600,6.1
Yolo County,County,2005,Annual,N,Final,92900,87800,5100,5.5
Yolo County,County,2006,Annual,N,Final,94400,89500,4900,5.2
Yolo County,County,2007,Annual,N,Final,98500,92900,5600,5.7
Yolo County,County,2008,Annual,N,Final,99300,92000,7400,7.4
Yolo County,County,2009,Annual,N,Final,100000,88600,11400,11.4
Yolo County,County,2010,Annual,N,Final,102300,89800,12500,12.2
Yolo County,County,2011,Annual,N,Final,101400,89500,11900,11.8
Yolo County,County,2012,Annual,N,Final,102300,91400,10900,10.7
Yolo County,County,2013,Annual,N,Final,101600,92300,9200,9.1
Yolo County,County,2014,Annual,N,Final,102100,94400,7800,7.6
Yolo County,County,2015,Annual,N,Final,104200,97400,6800,6.5
Yolo County,County,2016,Annual,N,Final,105100,98900,6200,5.9
Yolo County,County,2017,Annual,N,Final,105300,99900,5400,5.1
Yolo County,County,2018,Annual,N,Final,105800,101300,4600,4.3
Yolo County,County,2019,Annual,N,Final,105700,101300,4400,4.2
Yolo County,County,2020,Annual,N,Final,102600,94500,8000,7.8
Yolo County,County,2021,Annual,N,Final,102100,95900,6100,6.0
Yolo County,County,2022,Annual,N,Final,107700,103200,4500,4.2
Yolo County,County,2023,Annual,N,Final,109300,104100,5200,4.8
Yolo County,County,2024,Annual,N,Final,111000,105000,6000,5.4
Yuba County,County,1990,Annual,N,Final,22200,19800,2400,10.7
Yuba County,County,1991,Annual,N,Final,22700,19500,3200,14.0
Yuba County,County,1992,Annual,N,Final,22400,18500,3900,17.5
Yuba County,County,1993,Annual,N,Final,23000,19000,4000,17.5
Yuba County,County,1994,Annual,N,Final,22000,18400,3500,16.0
Yuba County,County,1995,Annual,N,Final,21000,17800,3100,15.0
Yuba County,County,1996,Annual,N,Final,20900,17900,3000,14.3
Yuba County,County,1997,Annual,N,Final,20900,18100,2800,13.3
Yuba County,County,1998,Annual,N,Final,20700,17900,2800,13.6
Yuba County,County,1999,Annual,N,Final,20500,18100,2400,11.8
Yuba County,County,2000,Annual,N,Final,24300,22400,1900,7.9
Yuba County,County,2001,Annual,N,Final,24900,22700,2100,8.6
Yuba County,County,2002,Annual,N,Final,25100,22600,2500,9.9
Yuba County,County,2003,Annual,N,Final,25300,22500,2700,10.8
Yuba County,County,2004,Annual,N,Final,25300,22900,2500,9.7
Yuba County,County,2005,Annual,N,Final,25800,23500,2300,9.0
Yuba County,County,2006,Annual,N,Final,26800,24400,2300,8.8
Yuba County,County,2007,Annual,N,Final,27600,25100,2500,9.2
Yuba County,County,2008,Annual,N,Final,28000,24600,3300,11.9
Yuba County,County,2009,Annual,N,Final,28800,23800,5000,17.4
Yuba County,County,2010,Annual,N,Final,29100,23900,5200,17.9
Yuba County,County,2011,Annual,N,Final,28800,23900,4900,17.0
Yuba County,County,2012,Annual,N,Final,28800,24300,4400,15.4
Yuba County,County,2013,Annual,N,Final,28200,24400,3700,13.3
Yuba County,County,2014,Annual,N,Final,27900,24700,3200,11.3
Yuba County,County,2015,Annual,N,Final,27700,25100,2600,9.3
Yuba County,County,2016,Annual,N,Final,29600,27200,2400,8.2
Yuba County,County,2017,Annual,N,Final,30200,28000,2200,7.1
Yuba County,County,2018,Annual,N,Final,30600,28700,1900,6.2
Yuba County,County,2019,Annual,N,Final,31200,29400,1800,5.9
Yuba County,County,2020,Annual,N,Final,32100,28900,3300,10.2
Yuba County,County,2021,Annual,N,Final,32700,30100,2600,8.0
Yuba County,County,2022,Annual,N,Final,33500,31800,1800,5.3
Yuba County,County,2023,Annual,N,Final,34700,32600,2200,6.2
Yuba County,County,2024,Annual,N,Final,35500,33100,2400,6.8
